CODES,DATES,CLOSE
000300.SH,2014/08/04,2375.62
000300.SH,2014/08/05,2369.353
000300.SH,2014/08/06,2363.221
000300.SH,2014/08/07,2327.457
000300.SH,2014/08/08,2331.134
000300.SH,2014/08/11,2365.349
000300.SH,2014/08/12,2357.052
000300.SH,2014/08/13,2358.901
000300.SH,2014/08/14,2335.945
000300.SH,2014/08/15,2360.635
000300.SH,2014/08/18,2374.562
000300.SH,2014/08/19,2374.768
000300.SH,2014/08/20,2366.14
000300.SH,2014/08/21,2354.244
000300.SH,2014/08/22,2365.364
000300.SH,2014/08/25,2342.863
000300.SH,2014/08/26,2324.092
000300.SH,2014/08/27,2327.595
000300.SH,2014/08/28,2311.278
000300.SH,2014/08/29,2338.287
000300.SH,2014/09/01,2355.317
000300.SH,2014/09/02,2386.46
000300.SH,2014/09/03,2408.838
000300.SH,2014/09/04,2426.224
000300.SH,2014/09/05,2449.259
000300.SH,2014/09/09,2445.224
000300.SH,2014/09/10,2432.433
000300.SH,2014/09/11,2423.454
000300.SH,2014/09/12,2438.358
000300.SH,2014/09/15,2437.189
000300.SH,2014/09/16,2388.765
000300.SH,2014/09/17,2401.326
000300.SH,2014/09/18,2408.664
000300.SH,2014/09/19,2425.211
000300.SH,2014/09/22,2378.92
000300.SH,2014/09/23,2399.462
000300.SH,2014/09/24,2441.864
000300.SH,2014/09/25,2436.965
000300.SH,2014/09/26,2437.201
000300.SH,2014/09/29,2447.799
000300.SH,2014/09/30,2450.988
000300.SH,2014/10/08,2478.383
000300.SH,2014/10/09,2481.955
000300.SH,2014/10/10,2466.789
000300.SH,2014/10/13,2454.946
000300.SH,2014/10/14,2446.562
000300.SH,2014/10/15,2463.874
000300.SH,2014/10/16,2444.395
000300.SH,2014/10/17,2441.732
000300.SH,2014/10/20,2454.711
000300.SH,2014/10/21,2433.391
000300.SH,2014/10/22,2418.641
000300.SH,2014/10/23,2395.936
000300.SH,2014/10/24,2390.706
000300.SH,2014/10/27,2368.832
000300.SH,2014/10/28,2416.653
000300.SH,2014/10/29,2451.384
000300.SH,2014/10/30,2468.925
000300.SH,2014/10/31,2508.325
000300.SH,2014/11/03,2512.548
000300.SH,2014/11/04,2513.172
000300.SH,2014/11/05,2503.448
000300.SH,2014/11/06,2506.067
000300.SH,2014/11/07,2502.153
000300.SH,2014/11/10,2565.73
000300.SH,2014/11/11,2558.612
000300.SH,2014/11/12,2594.318
000300.SH,2014/11/13,2579.75
000300.SH,2014/11/14,2581.093
000300.SH,2014/11/17,2567.101
000300.SH,2014/11/18,2541.416
000300.SH,2014/11/19,2537.223
000300.SH,2014/11/20,2537.099
000300.SH,2014/11/21,2583.455
000300.SH,2014/11/24,2649.258
000300.SH,2014/11/25,2685.561
000300.SH,2014/11/26,2723.018
000300.SH,2014/11/27,2754.49
000300.SH,2014/11/28,2808.819
000300.SH,2014/12/01,2819.812
000300.SH,2014/12/02,2923.94
000300.SH,2014/12/03,2967.549
000300.SH,2014/12/04,3104.351
000300.SH,2014/12/05,3124.885
000300.SH,2014/12/08,3252.881
000300.SH,2014/12/09,3106.913
000300.SH,2014/12/10,3221.546
000300.SH,2014/12/11,3183.012
000300.SH,2014/12/12,3193.227
000300.SH,2014/12/15,3217.228
000300.SH,2014/12/16,3303.402
000300.SH,2014/12/17,3360.598
000300.SH,2014/12/18,3345.927
000300.SH,2014/12/19,3383.167
000300.SH,2014/12/22,3394.481
000300.SH,2014/12/23,3324.924
000300.SH,2014/12/24,3230.385
000300.SH,2014/12/25,3335.419
000300.SH,2014/12/26,3445.839
000300.SH,2014/12/29,3455.455
000300.SH,2014/12/30,3457.554
000300.SH,2014/12/31,3533.705
000300.SH,2015/01/05,3641.541
000300.SH,2015/01/06,3641.059
000300.SH,2015/01/07,3643.79
000300.SH,2015/01/08,3559.259
000300.SH,2015/01/09,3546.723
000300.SH,2015/01/12,3513.576
000300.SH,2015/01/13,3514.04
000300.SH,2015/01/14,3502.423
000300.SH,2015/01/15,3604.121
000300.SH,2015/01/16,3635.146
000300.SH,2015/01/19,3355.155
000300.SH,2015/01/20,3396.222
000300.SH,2015/01/21,3548.885
000300.SH,2015/01/22,3567.613
000300.SH,2015/01/23,3571.732
000300.SH,2015/01/26,3607.985
000300.SH,2015/01/27,3574.931
000300.SH,2015/01/28,3525.323
000300.SH,2015/01/29,3481.798
000300.SH,2015/01/30,3434.39
000300.SH,2015/02/02,3353.96
000300.SH,2015/02/03,3437.445
000300.SH,2015/02/04,3401.768
000300.SH,2015/02/05,3366.946
000300.SH,2015/02/06,3312.42
000300.SH,2015/02/09,3345.921
000300.SH,2015/02/10,3406.943
000300.SH,2015/02/11,3434.124
000300.SH,2015/02/12,3442.874
000300.SH,2015/02/13,3469.828
000300.SH,2015/02/16,3499.483
000300.SH,2015/02/17,3522.322
000300.SH,2015/02/25,3478.729
000300.SH,2015/02/26,3566.295
000300.SH,2015/02/27,3572.843
000300.SH,2015/03/02,3601.265
000300.SH,2015/03/03,3507.9
000300.SH,2015/03/04,3530.822
000300.SH,2015/03/05,3496.344
000300.SH,2015/03/06,3478.52
000300.SH,2015/03/09,3537.75
000300.SH,2015/03/10,3520.611
000300.SH,2015/03/11,3524.653
000300.SH,2015/03/12,3592.844
000300.SH,2015/03/13,3617.657
000300.SH,2015/03/16,3705.671
000300.SH,2015/03/17,3757.122
000300.SH,2015/03/18,3846.055
000300.SH,2015/03/19,3839.739
000300.SH,2015/03/20,3892.574
000300.SH,2015/03/23,3972.061
000300.SH,2015/03/24,3973.046
000300.SH,2015/03/25,3940.412
000300.SH,2015/03/26,3949.999
000300.SH,2015/03/27,3971.697
000300.SH,2015/03/30,4088.178
000300.SH,2015/03/31,4051.204
000300.SH,2015/04/01,4123.895
000300.SH,2015/04/02,4124.776
000300.SH,2015/04/03,4170.538
000300.SH,2015/04/07,4260.044
000300.SH,2015/04/08,4295.803
000300.SH,2015/04/09,4262.138
000300.SH,2015/04/10,4344.416
000300.SH,2015/04/13,4421.073
000300.SH,2015/04/14,4438.184
000300.SH,2015/04/15,4380.513
000300.SH,2015/04/16,4513.546
000300.SH,2015/04/17,4596.136
000300.SH,2015/04/20,4521.919
000300.SH,2015/04/21,4619.164
000300.SH,2015/04/22,4739.814
000300.SH,2015/04/23,4740.892
000300.SH,2015/04/24,4702.641
000300.SH,2015/04/27,4807.592
000300.SH,2015/04/28,4741.861
000300.SH,2015/04/29,4774.326
000300.SH,2015/04/30,4749.886
000300.SH,2015/05/04,4787.741
000300.SH,2015/05/05,4596.837
000300.SH,2015/05/06,4553.327
000300.SH,2015/05/07,4470.089
000300.SH,2015/05/08,4558.404
000300.SH,2015/05/11,4690.532
000300.SH,2015/05/12,4747.421
000300.SH,2015/05/13,4718.436
000300.SH,2015/05/14,4700.778
000300.SH,2015/05/15,4617.47
000300.SH,2015/05/18,4575.14
000300.SH,2015/05/19,4731.222
000300.SH,2015/05/20,4754.919
000300.SH,2015/05/21,4840.976
000300.SH,2015/05/22,4951.335
000300.SH,2015/05/25,5099.495
000300.SH,2015/05/26,5198.918
000300.SH,2015/05/27,5181.434
000300.SH,2015/05/28,4834.007
000300.SH,2015/05/29,4840.829
000300.SH,2015/06/01,5076.179
000300.SH,2015/06/02,5161.87
000300.SH,2015/06/03,5143.59
000300.SH,2015/06/04,5181.416
000300.SH,2015/06/05,5230.552
000300.SH,2015/06/08,5353.751
000300.SH,2015/06/09,5317.461
000300.SH,2015/06/10,5309.112
000300.SH,2015/06/11,5306.59
000300.SH,2015/06/12,5335.1151
000300.SH,2015/06/15,5221.1665
000300.SH,2015/06/16,5064.8212
000300.SH,2015/06/17,5138.8307
000300.SH,2015/06/18,4930.5491
000300.SH,2015/06/19,4637.0517
000300.SH,2015/06/23,4786.0906
000300.SH,2015/06/24,4880.1261
000300.SH,2015/06/25,4706.5159
000300.SH,2015/06/26,4336.1947
000300.SH,2015/06/29,4191.5486
000300.SH,2015/06/30,4472.9976
000300.SH,2015/07/01,4253.021
000300.SH,2015/07/02,4107.9961
000300.SH,2015/07/03,3885.9169
000300.SH,2015/07/06,3998.537
000300.SH,2015/07/07,3928.0025
000300.SH,2015/07/08,3663.0375
000300.SH,2015/07/09,3897.6263
000300.SH,2015/07/10,4106.5561
000300.SH,2015/07/13,4211.8116
000300.SH,2015/07/14,4112.1488
000300.SH,2015/07/15,3966.7585
000300.SH,2015/07/16,3997.3555
000300.SH,2015/07/17,4151.4956
000300.SH,2015/07/20,4160.612
000300.SH,2015/07/21,4166.0057
000300.SH,2015/07/22,4157.1604
000300.SH,2015/07/23,4250.805
000300.SH,2015/07/24,4176.2787
000300.SH,2015/07/27,3818.7314
000300.SH,2015/07/28,3811.0926
000300.SH,2015/07/29,3930.3791
000300.SH,2015/07/30,3815.4118
000300.SH,2015/07/31,3816.6993
000300.SH,2015/08/03,3829.2354
000300.SH,2015/08/04,3948.1554
000300.SH,2015/08/05,3866.8998
000300.SH,2015/08/06,3831.8516
000300.SH,2015/08/07,3906.9448
000300.SH,2015/08/10,4084.3646
000300.SH,2015/08/11,4066.6692
000300.SH,2015/08/12,4016.1262
000300.SH,2015/08/13,4075.463
000300.SH,2015/08/14,4073.54
000300.SH,2015/08/17,4077.8721
000300.SH,2015/08/18,3825.4122
000300.SH,2015/08/19,3886.1357
000300.SH,2015/08/20,3761.4541
000300.SH,2015/08/21,3589.5358
000300.SH,2015/08/24,3275.5342
000300.SH,2015/08/25,3042.9266
000300.SH,2015/08/26,3025.692
000300.SH,2015/08/27,3205.6375
000300.SH,2015/08/28,3342.2863
000300.SH,2015/08/31,3366.5359
000300.SH,2015/09/01,3362.0827
000300.SH,2015/09/02,3365.8318
000300.SH,2015/09/07,3250.485
000300.SH,2015/09/08,3334.0233
000300.SH,2015/09/09,3399.3054
000300.SH,2015/09/10,3357.561
000300.SH,2015/09/11,3347.1878
000300.SH,2015/09/14,3281.1317
000300.SH,2015/09/15,3152.2319
000300.SH,2015/09/16,3309.2484
000300.SH,2015/09/17,3236.9986
000300.SH,2015/09/18,3251.2732
000300.SH,2015/09/21,3308.2467
000300.SH,2015/09/22,3339.03
000300.SH,2015/09/23,3263.0275
000300.SH,2015/09/24,3284.9991
000300.SH,2015/09/25,3231.9514
000300.SH,2015/09/28,3242.7524
000300.SH,2015/09/29,3178.8544
000300.SH,2015/09/30,3202.9475
000300.SH,2015/10/08,3296.482
000300.SH,2015/10/09,3340.1159
000300.SH,2015/10/12,3447.6934
000300.SH,2015/10/13,3445.0431
000300.SH,2015/10/14,3406.1116
000300.SH,2015/10/15,3486.815
000300.SH,2015/10/16,3534.0653
000300.SH,2015/10/19,3534.1821
000300.SH,2015/10/20,3577.7027
000300.SH,2015/10/21,3473.2544
000300.SH,2015/10/22,3524.5339
000300.SH,2015/10/23,3571.2411
000300.SH,2015/10/26,3589.2611
000300.SH,2015/10/27,3592.8794
000300.SH,2015/10/28,3524.9199
000300.SH,2015/10/29,3533.3065
000300.SH,2015/10/30,3534.0788
000300.SH,2015/11/02,3475.9623
000300.SH,2015/11/03,3465.4927
000300.SH,2015/11/04,3628.5377
000300.SH,2015/11/05,3705.9697
000300.SH,2015/11/06,3793.3739
000300.SH,2015/11/09,3840.3547
000300.SH,2015/11/10,3833.2379
000300.SH,2015/11/11,3833.6457
000300.SH,2015/11/12,3795.3241
000300.SH,2015/11/13,3746.2422
000300.SH,2015/11/16,3764.1262
000300.SH,2015/11/17,3758.3869
000300.SH,2015/11/18,3715.5796
000300.SH,2015/11/19,3774.969
000300.SH,2015/11/20,3774.3833
000300.SH,2015/11/23,3753.3351
000300.SH,2015/11/24,3753.8887
000300.SH,2015/11/25,3781.6069
000300.SH,2015/11/26,3759.4286
000300.SH,2015/11/27,3556.9924
000300.SH,2015/11/30,3566.4122
000300.SH,2015/12/01,3591.696
000300.SH,2015/12/02,3721.9545
000300.SH,2015/12/03,3749.2985
000300.SH,2015/12/04,3677.5922
000300.SH,2015/12/07,3687.6073
000300.SH,2015/12/08,3623.0202
000300.SH,2015/12/09,3635.9382
000300.SH,2015/12/10,3623.0842
000300.SH,2015/12/11,3608.0587
000300.SH,2015/12/14,3711.322
000300.SH,2015/12/15,3694.3885
000300.SH,2015/12/16,3685.4398
000300.SH,2015/12/17,3755.8881
000300.SH,2015/12/18,3767.9128
000300.SH,2015/12/21,3865.965
000300.SH,2015/12/22,3876.7325
000300.SH,2015/12/23,3866.3814
000300.SH,2015/12/24,3829.4022
000300.SH,2015/12/25,3838.201
000300.SH,2015/12/28,3727.6316
000300.SH,2015/12/29,3761.8745
000300.SH,2015/12/30,3765.1752
000300.SH,2015/12/31,3731.0047
000300.SH,2016/01/04,3469.0662
000300.SH,2016/01/05,3478.7797
000300.SH,2016/01/06,3539.8082
000300.SH,2016/01/07,3294.3839
000300.SH,2016/01/08,3361.5632
000300.SH,2016/01/11,3192.4499
000300.SH,2016/01/12,3215.7099
000300.SH,2016/01/13,3155.8787
000300.SH,2016/01/14,3221.5714
000300.SH,2016/01/15,3118.7301
000300.SH,2016/01/18,3130.7289
000300.SH,2016/01/19,3223.1251
000300.SH,2016/01/20,3174.3781
000300.SH,2016/01/21,3081.3454
000300.SH,2016/01/22,3113.4626
000300.SH,2016/01/25,3128.886
000300.SH,2016/01/26,2940.5085
000300.SH,2016/01/27,2930.3519
000300.SH,2016/01/28,2853.7562
000300.SH,2016/01/29,2946.0902
000300.SH,2016/02/01,2901.0477
000300.SH,2016/02/02,2961.3337
000300.SH,2016/02/03,2948.6386
000300.SH,2016/02/04,2984.7598
000300.SH,2016/02/05,2963.7894
000300.SH,2016/02/15,2946.7066
000300.SH,2016/02/16,3037.0353
000300.SH,2016/02/17,3063.3199
000300.SH,2016/02/18,3053.6985
000300.SH,2016/02/19,3051.585
000300.SH,2016/02/22,3118.8675
000300.SH,2016/02/23,3089.3632
000300.SH,2016/02/24,3109.5454
000300.SH,2016/02/25,2918.7501
000300.SH,2016/02/26,2948.0306
000300.SH,2016/02/29,2877.4666
000300.SH,2016/03/01,2930.6937
000300.SH,2016/03/02,3051.3327
000300.SH,2016/03/03,3058.4219
000300.SH,2016/03/04,3093.8895
000300.SH,2016/03/07,3104.8397
000300.SH,2016/03/08,3107.6727
000300.SH,2016/03/09,3071.907
000300.SH,2016/03/10,3013.1457
000300.SH,2016/03/11,3018.2844
000300.SH,2016/03/14,3065.6904
000300.SH,2016/03/15,3074.7796
000300.SH,2016/03/16,3090.0328
000300.SH,2016/03/17,3124.2039
000300.SH,2016/03/18,3171.963
000300.SH,2016/03/21,3249.4372
000300.SH,2016/03/22,3225.7903
000300.SH,2016/03/23,3236.0924
000300.SH,2016/03/24,3181.8507
000300.SH,2016/03/25,3197.8169
000300.SH,2016/03/28,3169.7283
000300.SH,2016/03/29,3135.4098
000300.SH,2016/03/30,3216.2753
000300.SH,2016/03/31,3218.0879
000300.SH,2016/04/01,3221.8948
000300.SH,2016/04/05,3264.4858
000300.SH,2016/04/06,3257.5276
000300.SH,2016/04/07,3209.2902
000300.SH,2016/04/08,3185.7258
000300.SH,2016/04/11,3230.0957
000300.SH,2016/04/12,3218.4497
000300.SH,2016/04/13,3261.3831
000300.SH,2016/04/14,3275.8321
000300.SH,2016/04/15,3272.2053
000300.SH,2016/04/18,3228.4531
000300.SH,2016/04/19,3238.3029
000300.SH,2016/04/20,3181.0264
000300.SH,2016/04/21,3160.6033
000300.SH,2016/04/22,3174.9012
000300.SH,2016/04/25,3162.0331
000300.SH,2016/04/26,3179.1605
000300.SH,2016/04/27,3165.9156
000300.SH,2016/04/28,3160.5809
000300.SH,2016/04/29,3156.7451
000300.SH,2016/05/03,3213.5397
000300.SH,2016/05/04,3209.4614
000300.SH,2016/05/05,3213.9199
000300.SH,2016/05/06,3130.3544
000300.SH,2016/05/09,3065.6154
000300.SH,2016/05/10,3069.1124
000300.SH,2016/05/11,3082.8086
000300.SH,2016/05/12,3090.1372
000300.SH,2016/05/13,3074.9351
000300.SH,2016/05/16,3095.3085
000300.SH,2016/05/17,3086.0249
000300.SH,2016/05/18,3068.0358
000300.SH,2016/05/19,3062.5002
000300.SH,2016/05/20,3078.2183
000300.SH,2016/05/23,3087.2225
000300.SH,2016/05/24,3063.5556
000300.SH,2016/05/25,3059.2259
000300.SH,2016/05/26,3064.2111
000300.SH,2016/05/27,3062.4993
000300.SH,2016/05/30,3066.7095
000300.SH,2016/05/31,3169.5598
000300.SH,2016/06/01,3160.547
000300.SH,2016/06/02,3167.0997
000300.SH,2016/06/03,3189.3255
000300.SH,2016/06/06,3178.7883
000300.SH,2016/06/07,3177.0536
000300.SH,2016/06/08,3163.9864
000300.SH,2016/06/13,3066.3413
000300.SH,2016/06/14,3075.9834
000300.SH,2016/06/15,3116.3682
000300.SH,2016/06/16,3094.6748
000300.SH,2016/06/17,3110.3572
000300.SH,2016/06/20,3112.6744
000300.SH,2016/06/21,3106.3175
000300.SH,2016/06/22,3133.9611
000300.SH,2016/06/23,3117.3168
000300.SH,2016/06/24,3077.1554
000300.SH,2016/06/27,3120.5443
000300.SH,2016/06/28,3136.4013
000300.SH,2016/06/29,3151.3898
000300.SH,2016/06/30,3153.921
000300.SH,2016/07/01,3154.2003
000300.SH,2016/07/04,3204.6962
000300.SH,2016/07/05,3207.3827
000300.SH,2016/07/06,3216.8035
000300.SH,2016/07/07,3209.9542
000300.SH,2016/07/08,3192.2804
000300.SH,2016/07/11,3203.3298
000300.SH,2016/07/12,3273.1823
000300.SH,2016/07/13,3282.8681
000300.SH,2016/07/14,3276.7637
000300.SH,2016/07/15,3276.2775
000300.SH,2016/07/18,3262.0222
000300.SH,2016/07/19,3248.2341
000300.SH,2016/07/20,3237.6051
000300.SH,2016/07/21,3252.5227
000300.SH,2016/07/22,3225.1621
000300.SH,2016/07/25,3230.885
000300.SH,2016/07/26,3269.5882
000300.SH,2016/07/27,3218.243
000300.SH,2016/07/28,3221.1365
000300.SH,2016/07/29,3203.9304
000300.SH,2016/08/01,3176.8091
000300.SH,2016/08/02,3189.0529
000300.SH,2016/08/03,3193.5073
000300.SH,2016/08/04,3201.2888
000300.SH,2016/08/05,3205.1101
000300.SH,2016/08/08,3234.1833
000300.SH,2016/08/09,3256.9813
000300.SH,2016/08/10,3243.3409
000300.SH,2016/08/11,3233.3604
000300.SH,2016/08/12,3294.2337
000300.SH,2016/08/15,3393.4239
000300.SH,2016/08/16,3378.2451
000300.SH,2016/08/17,3373.0476
000300.SH,2016/08/18,3364.4851
000300.SH,2016/08/19,3365.0197
000300.SH,2016/08/22,3336.7949
000300.SH,2016/08/23,3341.8298
000300.SH,2016/08/24,3329.8631
000300.SH,2016/08/25,3308.9721
000300.SH,2016/08/26,3307.0902
000300.SH,2016/08/29,3307.7812
000300.SH,2016/08/30,3311.9872
000300.SH,2016/08/31,3327.7938
000300.SH,2016/09/01,3301.5767
000300.SH,2016/09/02,3314.1142
000300.SH,2016/09/05,3319.6803
000300.SH,2016/09/06,3342.6259
000300.SH,2016/09/07,3340.8172
000300.SH,2016/09/08,3339.564
000300.SH,2016/09/09,3318.044
000300.SH,2016/09/12,3262.6043
000300.SH,2016/09/13,3260.333
000300.SH,2016/09/14,3238.7299
000300.SH,2016/09/19,3263.1242
000300.SH,2016/09/20,3257.4034
000300.SH,2016/09/21,3266.6363
000300.SH,2016/09/22,3291.1211
000300.SH,2016/09/23,3275.6665
000300.SH,2016/09/26,3220.2838
000300.SH,2016/09/27,3240.7546
000300.SH,2016/09/28,3230.8904
000300.SH,2016/09/29,3244.3874
000300.SH,2016/09/30,3253.2848
000300.SH,2016/10/10,3293.8689
000300.SH,2016/10/11,3306.5573
000300.SH,2016/10/12,3300.0099
000300.SH,2016/10/13,3302.6455
000300.SH,2016/10/14,3305.8481
000300.SH,2016/10/17,3277.8787
000300.SH,2016/10/18,3321.3324
000300.SH,2016/10/19,3316.2407
000300.SH,2016/10/20,3318.6044
000300.SH,2016/10/21,3327.74
000300.SH,2016/10/24,3367.5778
000300.SH,2016/10/25,3367.4547
000300.SH,2016/10/26,3354.8003
000300.SH,2016/10/27,3345.695
000300.SH,2016/10/28,3340.1262
000300.SH,2016/10/31,3336.2778
000300.SH,2016/11/01,3359.0515
000300.SH,2016/11/02,3333.3524
000300.SH,2016/11/03,3365.085
000300.SH,2016/11/04,3354.1749
000300.SH,2016/11/07,3356.5916
000300.SH,2016/11/08,3371.1177
000300.SH,2016/11/09,3353.0547
000300.SH,2016/11/10,3390.6119
000300.SH,2016/11/11,3417.2211
000300.SH,2016/11/14,3430.2482
000300.SH,2016/11/15,3429.8697
000300.SH,2016/11/16,3429.5921
000300.SH,2016/11/17,3436.535
000300.SH,2016/11/18,3417.4554
000300.SH,2016/11/21,3441.1106
000300.SH,2016/11/22,3468.3637
000300.SH,2016/11/23,3474.7289
000300.SH,2016/11/24,3488.7402
000300.SH,2016/11/25,3521.2984
000300.SH,2016/11/28,3535.0807
000300.SH,2016/11/29,3564.0404
000300.SH,2016/11/30,3538.001
000300.SH,2016/12/01,3565.036
000300.SH,2016/12/02,3528.9547
000300.SH,2016/12/05,3469.4073
000300.SH,2016/12/06,3459.1533
000300.SH,2016/12/07,3475.7473
000300.SH,2016/12/08,3470.1426
000300.SH,2016/12/09,3493.7004
000300.SH,2016/12/12,3409.1794
000300.SH,2016/12/13,3405.0355
000300.SH,2016/12/14,3378.9453
000300.SH,2016/12/15,3340.4338
000300.SH,2016/12/16,3346.0305
000300.SH,2016/12/19,3328.9827
000300.SH,2016/12/20,3309.0641
000300.SH,2016/12/21,3338.536
000300.SH,2016/12/22,3335.672
000300.SH,2016/12/23,3307.5991
000300.SH,2016/12/26,3322.4006
000300.SH,2016/12/27,3316.3852
000300.SH,2016/12/28,3301.8887
000300.SH,2016/12/29,3297.7648
000300.SH,2016/12/30,3310.0808
000300.SH,2017/01/03,3342.2272
000300.SH,2017/01/04,3368.3117
000300.SH,2017/01/05,3367.7892
000300.SH,2017/01/06,3347.6665
000300.SH,2017/01/09,3363.9014
000300.SH,2017/01/10,3358.2716
000300.SH,2017/01/11,3334.4954
000300.SH,2017/01/12,3317.6241
000300.SH,2017/01/13,3319.9122
000300.SH,2017/01/16,3319.4455
000300.SH,2017/01/17,3326.3563
000300.SH,2017/01/18,3339.3653
000300.SH,2017/01/19,3329.2891
000300.SH,2017/01/20,3354.8891
000300.SH,2017/01/23,3364.0808
000300.SH,2017/01/24,3364.4509
000300.SH,2017/01/25,3375.9042
000300.SH,2017/01/26,3387.9606
000300.SH,2017/02/03,3364.4923
000300.SH,2017/02/06,3373.2051
000300.SH,2017/02/07,3365.6849
000300.SH,2017/02/08,3383.2878
000300.SH,2017/02/09,3396.2924
000300.SH,2017/02/10,3413.4868
000300.SH,2017/02/13,3436.275
000300.SH,2017/02/14,3435.8042
000300.SH,2017/02/15,3421.7131
000300.SH,2017/02/16,3440.9331
000300.SH,2017/02/17,3421.4419
000300.SH,2017/02/20,3471.3926
000300.SH,2017/02/21,3482.823
000300.SH,2017/02/22,3489.7567
000300.SH,2017/02/23,3473.3236
000300.SH,2017/02/24,3473.8517
000300.SH,2017/02/27,3446.2228
000300.SH,2017/02/28,3452.8103
000300.SH,2017/03/01,3458.4376
000300.SH,2017/03/02,3435.0963
000300.SH,2017/03/03,3427.8628
000300.SH,2017/03/06,3446.484
000300.SH,2017/03/07,3453.9565
000300.SH,2017/03/08,3448.7313
000300.SH,2017/03/09,3426.9438
000300.SH,2017/03/10,3427.8916
000300.SH,2017/03/13,3458.098
000300.SH,2017/03/14,3456.6934
000300.SH,2017/03/15,3463.6436
000300.SH,2017/03/16,3481.5066
000300.SH,2017/03/17,3445.8051
000300.SH,2017/03/20,3449.6126
000300.SH,2017/03/21,3466.3468
000300.SH,2017/03/22,3450.0502
000300.SH,2017/03/23,3461.9782
000300.SH,2017/03/24,3489.5997
000300.SH,2017/03/27,3478.0385
000300.SH,2017/03/28,3469.8093
000300.SH,2017/03/29,3465.1933
000300.SH,2017/03/30,3436.758
000300.SH,2017/03/31,3456.0455
000300.SH,2017/04/05,3503.8932
000300.SH,2017/04/06,3514.0469
000300.SH,2017/04/07,3517.4634
000300.SH,2017/04/10,3505.1392
000300.SH,2017/04/11,3517.328
000300.SH,2017/04/12,3509.4387
000300.SH,2017/04/13,3514.5662
000300.SH,2017/04/14,3486.5045
000300.SH,2017/04/17,3479.9417
000300.SH,2017/04/18,3462.7429
000300.SH,2017/04/19,3445.8761
000300.SH,2017/04/20,3461.5481
000300.SH,2017/04/21,3466.7865
000300.SH,2017/04/24,3431.2587
000300.SH,2017/04/25,3440.9743
000300.SH,2017/04/26,3445.1832
000300.SH,2017/04/27,3446.7202
000300.SH,2017/04/28,3439.753
000300.SH,2017/05/02,3426.5766
000300.SH,2017/05/03,3413.1282
000300.SH,2017/05/04,3404.3864
000300.SH,2017/05/05,3382.5502
000300.SH,2017/05/08,3358.8125
000300.SH,2017/05/09,3352.5324
000300.SH,2017/05/10,3337.7007
000300.SH,2017/05/11,3356.6459
000300.SH,2017/05/12,3385.3787
000300.SH,2017/05/15,3399.1937
000300.SH,2017/05/16,3428.6491
000300.SH,2017/05/17,3409.9656
000300.SH,2017/05/18,3398.1127
000300.SH,2017/05/19,3403.8492
000300.SH,2017/05/22,3411.2387
000300.SH,2017/05/23,3424.194
000300.SH,2017/05/24,3424.1669
000300.SH,2017/05/25,3485.6581
000300.SH,2017/05/26,3480.4345
000300.SH,2017/05/31,3492.8845
000300.SH,2017/06/01,3497.7382
000300.SH,2017/06/02,3486.5074
000300.SH,2017/06/05,3468.7538
000300.SH,2017/06/06,3492.8816
000300.SH,2017/06/07,3533.8718
000300.SH,2017/06/08,3560.9786
000300.SH,2017/06/09,3576.1703
000300.SH,2017/06/12,3574.3894
000300.SH,2017/06/13,3582.2674
000300.SH,2017/06/14,3535.2987
000300.SH,2017/06/15,3528.7926
000300.SH,2017/06/16,3518.7611
000300.SH,2017/06/19,3553.6653
000300.SH,2017/06/20,3546.494
000300.SH,2017/06/21,3587.955
000300.SH,2017/06/22,3590.3425
000300.SH,2017/06/23,3622.8831
000300.SH,2017/06/26,3668.0919
000300.SH,2017/06/27,3674.7152
000300.SH,2017/06/28,3646.1666
000300.SH,2017/06/29,3668.8279
000300.SH,2017/06/30,3666.7977
000300.SH,2017/07/03,3650.8463
000300.SH,2017/07/04,3619.9841
000300.SH,2017/07/05,3659.6795
000300.SH,2017/07/06,3660.0967
000300.SH,2017/07/07,3655.9293
000300.SH,2017/07/10,3653.6868
000300.SH,2017/07/11,3670.8086
000300.SH,2017/07/12,3658.8236
000300.SH,2017/07/13,3686.9205
000300.SH,2017/07/14,3703.094
000300.SH,2017/07/17,3663.5575
000300.SH,2017/07/18,3667.1807
000300.SH,2017/07/19,3729.7466
000300.SH,2017/07/20,3747.8843
000300.SH,2017/07/21,3728.5976
000300.SH,2017/07/24,3743.4686
000300.SH,2017/07/25,3719.559
000300.SH,2017/07/26,3705.3884
000300.SH,2017/07/27,3712.1947
000300.SH,2017/07/28,3721.8914
000300.SH,2017/07/31,3737.8732
000300.SH,2017/08/01,3770.3828
000300.SH,2017/08/02,3760.8525
000300.SH,2017/08/03,3727.8264
000300.SH,2017/08/04,3707.5796
000300.SH,2017/08/07,3726.7948
000300.SH,2017/08/08,3732.2129
000300.SH,2017/08/09,3731.044
000300.SH,2017/08/10,3715.9208
000300.SH,2017/08/11,3647.3503
000300.SH,2017/08/14,3694.6831
000300.SH,2017/08/15,3706.0566
000300.SH,2017/08/16,3701.4207
000300.SH,2017/08/17,3721.277
000300.SH,2017/08/18,3724.6748
000300.SH,2017/08/21,3740.9941
000300.SH,2017/08/22,3752.298
000300.SH,2017/08/23,3756.0884
000300.SH,2017/08/24,3734.6458
000300.SH,2017/08/25,3795.7544
